run_id,approach,generator,repeat,question_id,category,difficulty,knowledge_type,classification,lexical_sim,semantic_sim,latency_ms,tokens_in,tokens_out,estimated_cost,source_covered,error,judge_claude-sonnet-4-6_correctness,judge_claude-sonnet-4-6_completeness,judge_claude-sonnet-4-6_groundedness,judge_claude-sonnet-4-6_clarity,judge_claude-sonnet-4-6_average,judge_gpt-5.5_correctness,judge_gpt-5.5_completeness,judge_gpt-5.5_groundedness,judge_gpt-5.5_clarity,judge_gpt-5.5_average,judge_grok-build-0.1_correctness,judge_grok-build-0.1_completeness,judge_grok-build-0.1_groundedness,judge_grok-build-0.1_clarity,judge_grok-build-0.1_average,panel_average,crossfamily_average
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q095,impact,medium,operational,partial,0.478343,,6557.243,450,231,0.005715,1,,1,1,3,3,2.0,1,0,3,3,1.75,1,0,3,3,1.75,1.8333,1.875
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q096,relational,medium,architectural,partial,0.427293,,6299.539,998,325,0.009865,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,2,3,3,2.75,2.3333,2.5
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q097,discovery,hard,architectural,partial,0.474453,,4479.41,2279,189,0.01423,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,2,3,3,2.75,2.1667,2.375
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q098,factual,easy,factual,correct,0.424561,,5307.086,2462,145,0.014485,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q099,ambiguous,hard,mixed,correct,0.509063,,5704.015,633,262,0.007095,1,,2,2,3,3,2.5,3,1,3,3,2.5,3,2,3,3,2.75,2.5833,2.625
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q100,impact,hard,mixed,partial,0.405978,,7471.474,2207,344,0.016195,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.375
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q101,ambiguous,medium,operational,correct,0.571429,,3005.827,1890,79,0.010635,1,,3,2,3,3,2.75,3,3,3,3,3.0,3,2,3,3,2.75,2.8333,2.75
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q102,factual,easy,factual,incorrect,0.396904,,7272.16,2470,330,0.0173,1,,1,1,3,3,2.0,1,1,3,3,2.0,2,2,3,3,2.5,2.1667,2.25
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q103,relational,hard,architectural,partial,0.485305,,5768.115,2446,267,0.016235,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q104,ambiguous,hard,operational,partial,0.417016,,7971.618,1547,332,0.012715,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,2,3,3,2.5,2.25,2.375
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q105,discovery,hard,architectural,partial,0.416765,,8282.39,2493,380,0.018165,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.625
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q106,factual,easy,factual,correct,0.442328,,5451.838,2463,152,0.014595,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q107,impact,hard,operational,partial,0.481818,,3592.861,2473,155,0.01469,1,,1,0,2,3,1.5,1,0,3,3,1.75,1,0,3,3,1.75,1.6667,1.625
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q108,factual,easy,factual,correct,0.413088,,11130.772,2383,246,0.015605,1,,1,1,3,3,2.0,1,1,3,3,2.0,1,1,3,3,2.0,2.0,2.0
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q109,ambiguous,hard,mixed,correct,0.440988,,9770.477,2470,399,0.018335,1,,2,2,3,3,2.5,3,2,3,3,2.75,2,2,3,3,2.5,2.5833,2.5
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q110,explanatory,medium,architectural,correct,0.519293,,3572.862,975,139,0.00696,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,2,3,3,2.75,2.9167,2.875
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q111,relational,medium,relational,partial,0.510531,,4480.514,2208,193,0.013935,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,2,3,3,2.75,2.3333,2.5
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q112,relational,medium,relational,correct,0.417445,,7820.908,2465,297,0.01678,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,2,3,3,2.75,2.4167,2.625
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q113,discovery,hard,architectural,partial,0.492174,,4342.984,856,184,0.00704,1,,1,0,3,3,1.75,1,0,3,3,1.75,3,3,3,3,3.0,2.1667,2.375
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q114,impact,medium,operational,partial,0.470718,,2833.178,1392,112,0.00864,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q115,relational,easy,relational,partial,0.453488,,7170.971,2361,292,0.016185,1,,3,2,3,3,2.75,1,1,3,3,2.0,3,2,3,3,2.75,2.5,2.75
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q116,factual,easy,factual,partial,0.542474,,2117.464,2519,59,0.01348,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q117,ambiguous,hard,mixed,correct,0.484804,,6433.725,2357,298,0.016255,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q118,factual,easy,factual,partial,0.471795,,2431.125,2276,60,0.01228,1,,2,2,3,3,2.5,2,2,3,3,2.5,3,2,3,3,2.75,2.5833,2.625
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q119,discovery,hard,architectural,partial,0.465341,,6960.971,2485,311,0.01709,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__gpt-5-5__r2__20260622T215125-c4a534,unstructured,gpt-5.5,2,Q120,impact,hard,operational,partial,0.451515,,3749.38,456,157,0.004635,1,,1,1,3,2,1.75,1,0,3,3,1.75,0,0,3,3,1.5,1.6667,1.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q001,factual,easy,factual,correct,0.460554,,16025.217,2457,87,0.01359,1,,2,2,3,3,2.5,0,1,3,3,1.75,3,3,3,3,3.0,2.4167,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q002,factual,easy,factual,partial,0.531886,,2755.397,2391,88,0.013275,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q003,factual,easy,factual,correct,0.510763,,2969.248,1961,132,0.011785,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q004,factual,easy,factual,partial,0.527559,,4025.762,2467,154,0.014645,1,,2,2,3,3,2.5,2,2,3,3,2.5,2,1,3,3,2.25,2.4167,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q005,factual,easy,factual,partial,0.464589,,4970.048,2387,124,0.013795,1,,3,3,3,3,3.0,1,1,3,3,2.0,3,3,3,3,3.0,2.6667,3.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q006,factual,easy,factual,partial,0.406989,,13638.024,2354,223,0.015115,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q007,factual,medium,factual,partial,0.437066,,5530.701,2123,301,0.01513,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q008,relational,medium,relational,correct,0.423336,,6211.975,2462,269,0.016345,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,1,3,3,2.25,2.25,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q009,relational,easy,relational,correct,0.559546,,3366.402,2169,156,0.013185,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q010,relational,hard,relational,partial,0.441634,,3076.933,725,145,0.0058,1,,2,2,3,3,2.5,1,0,3,3,1.75,3,2,3,3,2.75,2.3333,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q011,relational,medium,relational,partial,0.448389,,3911.587,2365,262,0.015755,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q012,relational,easy,relational,partial,0.461017,,5657.931,2259,327,0.0162,1,,2,1,3,3,2.25,1,1,2,3,1.75,2,1,3,3,2.25,2.0833,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q013,relational,easy,relational,partial,0.451398,,5361.171,2403,327,0.01692,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q014,relational,hard,architectural,partial,0.435922,,7150.949,2143,385,0.01649,1,,3,2,3,3,2.75,2,2,3,3,2.5,2,2,3,3,2.5,2.5833,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q015,explanatory,hard,architectural,correct,0.524549,,6579.78,2492,336,0.0175,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q016,explanatory,hard,architectural,correct,0.487988,,4968.174,2138,221,0.014005,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q017,explanatory,medium,architectural,correct,0.542479,,4097.312,975,183,0.00762,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q018,explanatory,medium,architectural,correct,0.500362,,4801.628,1668,260,0.01224,1,,2,2,3,3,2.5,3,2,3,3,2.75,3,2,3,3,2.75,2.6667,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q019,explanatory,medium,operational,correct,0.556213,,4789.315,1931,246,0.013345,1,,2,2,3,3,2.5,2,2,3,3,2.5,3,2,3,3,2.75,2.5833,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q020,explanatory,hard,mixed,partial,0.431983,,8609.139,2389,462,0.018875,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,2,3,3,2.5,2.4167,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q021,explanatory,hard,architectural,correct,0.44212,,6439.168,2298,236,0.01503,1,,3,2,3,3,2.75,1,1,3,3,2.0,3,2,3,3,2.75,2.5,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q022,impact,hard,mixed,correct,0.478893,,5592.324,1476,241,0.010995,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q023,impact,hard,mixed,correct,0.558294,,4939.303,2413,218,0.015335,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q024,impact,medium,architectural,correct,0.500367,,7870.797,2467,318,0.017105,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,1,3,3,2.5,2.3333,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q025,impact,medium,operational,partial,0.488411,,3794.127,1300,170,0.00905,1,,2,1,3,3,2.25,1,0,3,3,1.75,1,0,3,3,1.75,1.9167,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q026,impact,hard,mixed,correct,0.507042,,6720.395,2428,225,0.015515,1,,2,1,3,3,2.25,1,1,3,3,2.0,1,0,3,3,1.75,2.0,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q027,impact,medium,mixed,correct,0.541314,,6253.458,2175,261,0.01479,1,,3,2,3,3,2.75,3,1,3,3,2.5,3,2,3,3,2.75,2.6667,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q028,impact,medium,mixed,correct,0.456704,,5049.521,2456,283,0.016525,1,,2,1,3,3,2.25,2,1,3,3,2.25,0,0,3,3,1.5,2.0,1.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q029,discovery,easy,factual,partial,0.452381,,2709.913,2351,113,0.01345,1,,1,0,2,2,1.25,1,0,3,3,1.75,1,1,1,1,1.0,1.3333,1.125
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q030,discovery,medium,relational,partial,0.44424,,3782.076,2392,167,0.014465,1,,1,0,2,3,1.5,0,0,3,3,1.5,1,1,3,3,2.0,1.6667,1.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q031,discovery,medium,operational,partial,0.451335,,3860.218,2278,197,0.014345,1,,3,1,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q032,discovery,easy,factual,partial,0.421607,,3384.786,2391,104,0.013515,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,1,3,3,2.5,2.0833,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q033,discovery,hard,architectural,partial,0.459586,,7173.834,2210,266,0.01504,1,,1,1,3,2,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q034,discovery,medium,operational,correct,0.554121,,3139.429,1695,131,0.01044,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,2,3,3,2.75,2.4167,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q035,ambiguous,medium,mixed,partial,0.449967,,5950.488,2469,300,0.016845,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,1,3,3,2.5,2.3333,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q036,ambiguous,hard,mixed,correct,0.492408,,4060.792,1962,257,0.013665,1,,2,1,3,3,2.25,3,1,3,3,2.5,3,1,3,3,2.5,2.4167,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q037,ambiguous,hard,mixed,correct,0.486986,,3393.819,1001,123,0.00685,1,,3,2,3,3,2.75,2,1,3,3,2.25,3,3,3,3,3.0,2.6667,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q038,ambiguous,easy,operational,correct,0.474865,,3845.956,2490,166,0.01494,1,,2,1,3,3,2.25,1,0,3,3,1.75,1,0,3,3,1.75,1.9167,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q039,ambiguous,easy,operational,correct,0.472906,,4708.033,2490,188,0.01527,1,,3,3,3,3,3.0,1,1,3,3,2.0,3,2,3,3,2.75,2.5833,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q040,ambiguous,hard,mixed,correct,0.488688,,4743.196,2453,286,0.016555,1,,2,2,3,3,2.5,2,1,3,3,2.25,1,1,3,3,2.0,2.25,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q041,factual,easy,factual,partial,0.442244,,4810.322,2479,225,0.01577,1,,1,1,2,3,1.75,1,1,3,3,2.0,1,1,3,3,2.0,1.9167,1.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q042,explanatory,medium,architectural,partial,0.470046,,3618.206,2492,137,0.014515,1,,3,3,3,3,3.0,0,0,3,3,1.5,3,3,3,3,3.0,2.5,3.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q043,factual,medium,relational,partial,0.483101,,5866.551,2468,292,0.01672,1,,1,1,3,2,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q044,impact,hard,architectural,partial,0.474347,,4660.507,1640,250,0.01195,1,,1,1,2,2,1.5,1,0,3,3,1.75,3,2,3,3,2.75,2.0,2.125
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q045,factual,easy,operational,partial,0.489247,,2724.975,2538,130,0.01464,1,,2,1,3,3,2.25,1,1,3,3,2.0,1,1,3,3,2.0,2.0833,2.125
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q046,relational,hard,architectural,partial,0.478161,,5852.317,1328,254,0.01045,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,1,3,3,2.5,2.1667,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q047,factual,easy,factual,partial,0.501511,,2870.291,2468,150,0.01459,1,,3,3,3,3,3.0,0,0,3,3,1.5,3,3,3,3,3.0,2.5,3.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q048,explanatory,medium,operational,partial,0.471031,,4661.445,2392,254,0.01577,1,,2,2,3,3,2.5,1,0,3,3,1.75,1,1,3,3,2.0,2.0833,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q049,discovery,hard,mixed,partial,0.428408,,8903.208,2402,511,0.019675,1,,2,2,3,2,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q050,explanatory,easy,operational,correct,0.42623,,4284.673,2379,227,0.0153,1,,3,2,3,3,2.75,2,2,3,3,2.5,3,2,3,3,2.75,2.6667,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q051,explanatory,medium,architectural,correct,0.520039,,4130.233,2423,203,0.01516,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,3,3,3,3.0,2.5,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q052,factual,easy,factual,partial,0.522523,,3092.108,2492,115,0.014185,1,,3,2,3,3,2.75,3,3,3,3,3.0,3,2,3,3,2.75,2.8333,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q053,impact,hard,architectural,correct,0.500879,,3988.198,1572,206,0.01095,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,1,3,3,2.25,2.25,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q054,relational,medium,relational,partial,0.46683,,6191.385,2471,334,0.017365,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,2,3,3,2.5,2.3333,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q055,explanatory,hard,architectural,partial,0.476676,,3633.041,1732,182,0.01139,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,2,3,3,2.75,2.9167,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q056,factual,easy,factual,partial,0.444976,,4606.172,2399,222,0.015325,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q057,impact,hard,architectural,partial,0.440793,,6814.957,2324,408,0.01774,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q058,factual,easy,factual,partial,0.46627,,5016.535,2487,321,0.01725,1,,3,2,3,3,2.75,2,2,3,3,2.5,3,2,3,3,2.75,2.6667,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q059,relational,hard,mixed,partial,0.39613,,11152.377,2395,708,0.022595,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,2,3,3,2.75,2.4167,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q060,impact,easy,factual,correct,0.477419,,3663.894,2471,156,0.014695,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q061,relational,medium,relational,partial,0.533618,,3987.682,2521,194,0.015515,1,,2,2,3,3,2.5,1,1,3,3,2.0,1,1,3,3,2.0,2.1667,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q062,explanatory,hard,mixed,partial,0.488029,,3135.486,2210,141,0.013165,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q063,relational,medium,relational,partial,0.529058,,3595.285,2472,135,0.014385,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q064,discovery,hard,architectural,correct,0.559211,,3765.672,1795,188,0.011795,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q065,explanatory,medium,architectural,correct,0.517422,,3168.921,2489,159,0.01483,1,,2,2,3,3,2.5,1,1,3,3,2.0,1,1,3,3,2.0,2.1667,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q066,discovery,medium,mixed,correct,0.533648,,2752.623,1482,104,0.00897,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q067,explanatory,hard,mixed,partial,0.482595,,3979.723,2360,192,0.01468,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q068,impact,hard,mixed,correct,0.501639,,4490.01,1161,160,0.008205,1,,3,2,3,3,2.75,1,0,3,3,1.75,3,3,3,3,3.0,2.5,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q069,relational,easy,relational,partial,0.529691,,5174.805,2418,307,0.016695,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,2,3,3,2.75,2.4167,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q070,impact,hard,mixed,correct,0.509854,,6344.856,1356,374,0.01239,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q071,relational,medium,relational,partial,0.469914,,6756.238,2487,333,0.01743,1,,2,1,3,3,2.25,1,1,2,3,1.75,3,2,3,3,2.75,2.25,2.5
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q072,ambiguous,medium,architectural,correct,0.553492,,4080.566,2479,183,0.01514,1,,0,0,1,2,0.75,0,0,2,3,1.25,1,1,3,3,2.0,1.3333,1.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q073,discovery,easy,factual,correct,0.501854,,2626.683,1702,108,0.01013,1,,3,2,3,2,2.5,3,2,3,3,2.75,3,2,3,3,2.75,2.6667,2.625
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q074,ambiguous,hard,architectural,correct,0.55161,,3162.571,2359,159,0.01418,1,,1,1,3,3,2.0,1,0,3,3,1.75,3,2,3,3,2.75,2.1667,2.375
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q075,discovery,medium,mixed,correct,0.546913,,4977.0,2062,209,0.013445,1,,3,2,3,3,2.75,1,0,3,3,1.75,3,3,3,3,3.0,2.5,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q076,discovery,hard,architectural,partial,0.443114,,7118.173,2485,406,0.018515,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.875
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q077,explanatory,medium,relational,correct,0.512397,,3110.177,2468,131,0.014305,1,,3,3,3,3,3.0,1,1,3,3,2.0,3,3,3,3,3.0,2.6667,3.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q078,ambiguous,medium,architectural,correct,0.517742,,5504.626,2497,249,0.01622,1,,1,1,2,3,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.0
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,gpt-5.5,3,Q079,impact,hard,operational,correct,0.53074,,6037.637,2128,300,0.01514,1,,2,2,3,3,2.5,3,1,3,3,2.5,3,2,3,3,2.75,2.5833,2.625
